(469, 259)
(278, 234)
(130, 340)
(363, 275)
(7, 49)
(187, 151)
(165, 269)
(323, 127)
(457, 34)
(318, 125)
(368, 306)
(453, 49)
(454, 335)
(390, 442)
(285, 252)
(62, 448)
(130, 131)
(286, 97)
(289, 10)
(116, 317)
(263, 57)
(58, 37)
(493, 107)
(230, 397)
(74, 228)
(131, 181)
(150, 366)
(332, 288)
(399, 409)
(324, 466)
(472, 323)
(48, 382)
(401, 429)
(251, 128)
(349, 114)
(188, 245)
(407, 106)
(413, 37)
(7, 393)
(39, 161)
(46, 243)
(333, 452)
(191, 415)
(115, 261)
(349, 189)
(329, 424)
(228, 317)
(178, 474)
(335, 139)
(218, 241)
(92, 2)
(43, 106)
(358, 206)
(25, 440)
(175, 280)
(425, 42)
(83, 163)
(109, 348)
(302, 118)
(70, 458)
(399, 79)
(393, 229)
(112, 184)
(13, 47)
(440, 145)
(24, 324)
(172, 214)
(478, 228)
(6, 139)
(339, 52)
(389, 38)
(216, 417)
(480, 361)
(384, 107)
(443, 209)
(261, 155)
(358, 268)
(387, 428)
(170, 386)
(473, 335)
(363, 203)
(93, 246)
(7, 472)
(149, 12)
(32, 79)
(320, 263)
(146, 281)
(178, 387)
(153, 354)
(44, 361)
(346, 199)
(62, 442)
(397, 10)
(96, 435)
(18, 6)
(246, 492)
(149, 107)
(135, 71)
(427, 361)
(294, 198)
(305, 349)
(94, 450)
(144, 328)
(69, 464)
(474, 434)
(183, 468)
(103, 152)
(19, 60)
(144, 53)
(424, 373)
(495, 21)
(202, 146)
(452, 12)
(291, 232)
(415, 177)
(375, 39)
(432, 447)
(114, 41)
(370, 40)
(256, 134)
(367, 43)
(312, 481)
(152, 9)
(202, 423)
(369, 207)
(442, 57)
(261, 171)
(391, 399)
(277, 10)
(344, 58)
(28, 338)
(496, 461)
(279, 361)
(457, 335)
(201, 458)
(81, 292)
(306, 30)
(47, 224)
(156, 199)
(143, 11)
(360, 244)
(409, 300)
(444, 487)
(34, 378)
(267, 432)
(422, 456)
(304, 275)
(387, 116)
(8, 158)
(142, 295)
(202, 334)
(2, 116)
(388, 260)
(183, 492)
(165, 145)
(386, 437)
(243, 431)
(210, 247)
(278, 133)
(202, 168)
(162, 412)
(337, 121)
(418, 123)
(218, 436)
(14, 155)
(243, 125)
(360, 75)
(267, 380)
(340, 453)
(461, 467)
(447, 349)
(161, 471)
(440, 425)
(41, 410)
(296, 329)
(434, 226)
(440, 130)
(249, 235)
(142, 230)
(63, 475)
(406, 20)
(24, 441)
(100, 337)
(266, 495)
(291, 24)
(99, 105)
(281, 260)
(41, 483)
(8, 310)
(188, 84)
(393, 365)
(19, 29)
(151, 455)
(62, 319)
(337, 343)
(50, 182)
(217, 465)
(297, 294)
(333, 135)
(359, 244)
(416, 330)
(376, 240)
(124, 413)
(270, 63)
(92, 294)
(120, 339)
(34, 11)
(462, 458)
(11, 20)
(431, 280)
(499, 488)
(475, 154)
(45, 483)
(206, 479)
(64, 383)
(26, 462)
(213, 486)
(457, 0)
(130, 148)
(372, 30)
(420, 185)
(399, 421)
(300, 48)
(391, 34)
(8, 48)
(231, 57)
(498, 465)
(102, 148)
(367, 82)
(483, 222)
(391, 151)
(96, 76)
(467, 213)
(263, 380)
(425, 390)
(415, 495)
(194, 264)
(273, 253)
(338, 82)
(169, 167)
(209, 33)
(154, 419)
(347, 135)
(37, 191)
(381, 175)
(300, 9)
(115, 383)
(499, 44)
(291, 482)
(299, 273)
(150, 306)
(54, 457)
(154, 250)
(221, 371)
(330, 65)
(149, 46)
(77, 31)
(190, 216)
(195, 386)
(277, 178)
(211, 460)
(66, 319)
(259, 323)
(482, 497)
(429, 459)
(180, 76)
(247, 272)
(333, 143)
(216, 272)
(208, 463)
(483, 182)
(187, 98)
(388, 219)
(53, 496)
(47, 233)
(444, 359)
(264, 108)
(490, 30)
(117, 392)
(359, 311)
(351, 76)
(342, 392)
(57, 292)
(139, 453)
(18, 405)
(443, 444)
(278, 126)
(376, 408)
(11, 471)
(443, 305)
(463, 43)
(445, 319)
(216, 397)
(120, 446)
(313, 161)
(7, 443)
(351, 201)
(336, 11)
(1, 90)
(222, 474)
(3, 0)
(396, 145)
(181, 226)
(446, 115)
(339, 108)
(58, 11)
(424, 310)
(151, 219)
(403, 184)
(244, 186)
(268, 138)
(254, 261)
(145, 218)
(428, 288)
(139, 157)
(34, 210)
(267, 447)
(218, 449)
(387, 14)
(438, 489)
(373, 395)
(155, 225)
(249, 20)
(347, 375)
(47, 56)
(339, 351)
(323, 456)
(75, 477)
(484, 108)
(150, 23)
(391, 455)
(311, 351)
(334, 372)
(256, 330)
(302, 345)
(123, 66)
(87, 23)
(458, 409)
(348, 452)
(13, 181)
(225, 431)
(12, 91)
(393, 50)
(107, 125)
(44, 66)
(72, 497)
(25, 343)
(435, 29)
(231, 67)
(52, 297)
(87, 375)
(24, 375)
(29, 226)
(129, 230)
(181, 169)
(300, 21)
(381, 499)
(5, 247)
(191, 255)
(443, 80)
(341, 39)
(444, 160)
(176, 417)
(249, 431)
(13, 413)
(156, 77)
(364, 102)
(175, 363)
(40, 234)
(68, 250)
(324, 186)
(407, 338)
(40, 342)
(83, 209)
(161, 465)
(357, 165)
(70, 289)
(418, 470)
(89, 33)
(272, 351)
(26, 12)
(288, 207)
(303, 261)
(40, 310)
(9, 78)
(279, 27)
(412, 304)
(189, 379)
(431, 276)
(47, 213)
(103, 425)
(254, 490)
(30, 454)
(358, 208)
(244, 277)
(287, 480)
(142, 109)
(170, 371)
(306, 384)
(71, 287)
(178, 276)
(161, 463)
(0, 210)
(174, 309)
(361, 186)
(306, 189)
(218, 237)
(453, 128)
(401, 254)
(266, 169)
(231, 353)
(251, 370)
(237, 306)
(457, 333)
(223, 177)
(30, 449)
(298, 415)
(10, 234)
(198, 424)
(346, 289)
(355, 42)
(169, 40)
(495, 453)
(330, 26)
(178, 442)
(403, 128)
(462, 444)
(293, 456)
(286, 361)
(54, 3)
(163, 419)
(128, 348)
(264, 322)
(102, 251)
(115, 268)
(60, 398)
(290, 490)
(6, 174)
(399, 91)
(429, 2)
(276, 109)
(9, 291)
(215, 392)
(64, 210)
(349, 442)
(205, 290)
(150, 202)
(266, 262)
(464, 494)
(153, 85)
(230, 250)
(38, 480)
(62, 334)
(329, 103)
(270, 421)
(6, 16)
(246, 402)
(361, 66)
(66, 133)
(419, 334)
(423, 311)
(194, 330)
(387, 241)
(111, 212)
(204, 75)
(179, 353)
(377, 170)
(268, 193)
(252, 300)
(382, 77)
(488, 42)
(119, 302)
(1, 49)
(300, 418)
(168, 5)
(147, 320)
(312, 453)
(42, 382)
(62, 71)
(86, 310)
(100, 233)
(482, 176)
(230, 419)
(304, 179)
(376, 371)
(284, 26)
(225, 160)
(474, 423)
(289, 383)
(415, 174)
(16, 223)
(20, 179)
(489, 230)
(425, 254)
(446, 303)
(115, 244)
(246, 53)
(77, 35)
(12, 221)
(424, 173)
(446, 67)
(269, 435)
(142, 413)
(194, 232)
(209, 165)
(403, 436)
(103, 411)
(380, 306)
(452, 189)
(68, 449)
(264, 420)
(78, 35)
(271, 75)
(129, 494)
(142, 261)
(394, 343)
(295, 442)
(134, 250)
(87, 380)
(372, 83)
(150, 223)
(3, 11)
(298, 39)
(364, 370)
(35, 274)
(321, 255)
(467, 476)
(10, 95)
(372, 16)
(370, 35)
(142, 285)
(249, 32)
(348, 384)
(359, 386)
(191, 298)
(478, 0)
(382, 476)
(19, 169)
(326, 24)
(183, 131)
(431, 474)
(265, 293)
(499, 274)
(264, 243)
(18, 209)
(357, 62)
(29, 421)
(206, 488)
(64, 462)
(283, 386)
(488, 412)
(110, 366)
(369, 144)
(236, 66)
(116, 292)
(203, 358)
(50, 249)
(370, 466)
(195, 89)
(171, 376)
(63, 106)
(469, 40)
(403, 389)
(339, 77)
(286, 430)
(43, 481)
(443, 279)
(263, 107)
(51, 1)
(297, 149)
(402, 230)
(30, 465)
(425, 104)
(440, 74)
(201, 365)
(233, 158)
(446, 60)
(19, 467)
(490, 419)
(148, 290)
(94, 452)
(386, 247)
(418, 314)
(225, 84)
(201, 70)
(81, 479)
(86, 162)
(13, 18)
(102, 416)
(147, 34)
(209, 252)
(102, 484)
(147, 394)
(210, 178)
(244, 69)
(22, 339)
(379, 422)
(193, 387)
(156, 149)
(32, 225)
(179, 437)
(455, 268)
(452, 308)
(369, 226)
(244, 378)
(101, 413)
(326, 347)
(435, 200)
(432, 344)
(436, 190)
(26, 452)
(142, 218)
(250, 121)
(21, 82)
(115, 200)
(457, 102)
(210, 156)
(294, 174)
(266, 404)
(6, 444)
(33, 305)
(175, 352)
(200, 494)
(92, 369)
(356, 449)
(76, 1)
(138, 260)
(430, 247)
(387, 481)
(266, 309)
(320, 332)
(101, 456)
(228, 124)
(462, 150)
(15, 12)
(141, 42)
(255, 103)
(434, 429)
(25, 368)
(253, 338)
(332, 415)
(457, 252)
(192, 477)
(80, 166)
(462, 144)
(85, 317)
(73, 161)
(222, 283)
(280, 459)
(387, 466)
(371, 455)
(419, 377)
(405, 256)
(373, 253)
(101, 322)
(161, 270)
(268, 415)
(81, 417)
(390, 414)
(451, 62)
(498, 5)
(91, 109)
(176, 351)
(70, 407)
(101, 451)
(414, 95)
(120, 375)
(286, 132)
(335, 78)
(144, 184)
(274, 204)
(336, 49)
(42, 450)
(107, 114)
(39, 345)
(368, 388)
(101, 418)
(474, 243)
(227, 175)
(167, 41)
(492, 120)
(427, 203)
(467, 305)
(362, 390)
(171, 46)
(357, 135)
(345, 181)
(95, 324)
(185, 62)
(121, 450)
(103, 119)
(181, 491)
(181, 482)
(482, 377)
(175, 498)
(312, 170)
(395, 87)
(391, 220)
(292, 260)
(62, 44)
(185, 467)
(388, 75)
(307, 197)
(329, 44)
(375, 287)
(220, 325)
(439, 314)
(16, 310)
(217, 297)
(26, 149)
(339, 167)
(220, 95)
(351, 45)
(332, 34)
(389, 366)
(121, 293)
(377, 407)
(58, 446)
(101, 170)
(30, 239)
(6, 249)
(291, 217)
(296, 229)
(337, 143)
(435, 19)
(289, 259)
(241, 485)
(58, 16)
(379, 115)
(460, 46)
(456, 26)
(499, 339)
(464, 268)
(119, 149)
(75, 496)
(203, 255)
(224, 213)
(415, 139)
(164, 208)
(87, 2)
(332, 355)
(404, 471)
(367, 211)
(475, 179)
(195, 40)
(109, 57)
(471, 292)
(478, 92)
(430, 459)
(90, 82)
(456, 152)
(10, 160)
(339, 78)
(231, 6)
(80, 421)
(253, 81)
(91, 329)
(183, 286)
(291, 105)
(298, 151)
(45, 125)
(358, 26)
(327, 181)
(70, 426)
(97, 452)
(167, 484)
(161, 54)
(7, 170)
(187, 294)
(324, 109)
(8, 415)
(246, 105)
(1, 170)
(406, 373)
(198, 75)
(140, 148)
(67, 70)
(321, 360)
(287, 423)
(343, 36)
(152, 344)
(492, 371)
(347, 352)
(65, 367)
(2, 393)
(156, 444)
(292, 333)
(330, 27)
(42, 402)
(190, 176)
(346, 385)
(270, 240)
(58, 447)
(340, 470)
(163, 368)
(139, 123)
(488, 495)
(231, 88)
(324, 289)
(233, 314)
(199, 400)
(465, 82)
(289, 489)
(350, 426)
(498, 197)
(146, 296)
(23, 257)
(423, 164)
(287, 457)
(247, 215)
(122, 3)
(130, 398)
(221, 421)
(406, 432)
(79, 271)
(357, 68)
(77, 412)
(22, 478)
(433, 313)
(225, 291)
(253, 408)
(0, 398)
(219, 476)
(287, 255)
(44, 106)
(163, 25)
(77, 312)
(473, 237)
(418, 126)
(9, 475)
(356, 494)
(462, 135)
(345, 272)
(145, 323)
(83, 494)
(438, 93)
(485, 376)
(221, 80)
(27, 423)
(312, 91)
(358, 477)
(233, 324)
(283, 189)
(73, 325)
(179, 367)
(111, 405)
(170, 350)
(108, 276)
(458, 465)
(337, 455)
(118, 315)
(129, 77)
(120, 385)
(154, 313)
(476, 457)
(188, 477)
(153, 13)
(186, 454)
(432, 218)
(178, 427)
(40, 399)
(276, 266)
(76, 33)
(106, 80)
(229, 57)
(183, 223)
(290, 473)
(71, 327)
(8, 75)
(287, 318)
(349, 336)
(66, 481)
(120, 325)
(422, 189)
(188, 370)
(82, 404)
(99, 234)
(63, 229)
(64, 134)
(468, 116)
(210, 393)
(334, 87)
(473, 172)
(343, 302)
(20, 125)
(259, 248)
(169, 415)
(272, 449)
(405, 79)
(212, 356)
(408, 47)
(17, 284)
(309, 244)
(46, 13)
(457, 3)
(60, 400)
(442, 244)
(459, 458)
(168, 481)
(368, 442)
(1, 436)
(55, 251)
(3, 86)
(381, 17)
(319, 231)
(394, 258)
(302, 127)
(458, 434)
(156, 148)
(331, 349)
(188, 312)
(293, 406)
(114, 406)
(109, 149)
(207, 226)
(319, 163)
(149, 125)
(483, 282)
(284, 231)
(123, 392)
(197, 163)
(259, 423)
(212, 14)
(209, 110)
(382, 239)
(237, 429)
(102, 231)
(373, 474)
(47, 331)
(405, 389)
(105, 158)
(491, 434)
(355, 348)
(143, 41)
(274, 267)
(106, 396)
(311, 461)
(481, 495)
(343, 129)
(228, 113)
(461, 126)
(489, 24)
(215, 294)
(316, 259)
(19, 2)
(379, 166)
(495, 361)
(92, 79)
(329, 72)
(364, 244)
(403, 410)
(25, 335)
(196, 36)
(197, 430)
(114, 144)
(247, 188)
(436, 421)
(93, 460)
(260, 246)
(455, 48)
(305, 415)
(359, 447)
(449, 215)
(335, 367)
(74, 430)
(33, 420)
(122, 124)
(61, 271)
(328, 294)
(322, 219)
(254, 288)
(144, 236)
(70, 309)
(92, 223)
(286, 393)
(124, 146)
(41, 427)
(101, 161)
(355, 190)
(395, 320)
(413, 234)
(415, 221)
(152, 194)
(245, 115)
(355, 284)
(460, 100)
(299, 242)
(285, 249)
(156, 161)
(267, 265)
(111, 367)
(303, 113)
(328, 62)
(180, 229)
(344, 332)
(244, 446)
(363, 173)
(263, 139)
(93, 427)
(321, 177)
(32, 201)
(284, 408)
(42, 122)
(403, 431)
(358, 282)
(382, 374)
(456, 426)
(464, 55)
(231, 17)
(64, 448)
(320, 28)
(473, 94)
(285, 159)
(283, 222)
(190, 184)
(45, 10)
(328, 30)
(133, 180)
(163, 95)
(100, 189)
(415, 322)
(243, 409)
(107, 242)
(387, 406)
(375, 24)
(360, 24)
(451, 205)
(226, 236)
(105, 401)
(479, 363)
(333, 273)
(206, 436)
(213, 32)
(157, 33)
(99, 2)
(265, 108)
(383, 0)
(424, 228)
(470, 319)
(250, 367)
(397, 398)
(260, 282)
(273, 32)
(362, 252)
(77, 439)
(352, 155)
(160, 475)
(242, 193)
(470, 238)
(24, 40)
(89, 337)
(340, 398)
(318, 352)
(47, 373)
(49, 14)
(189, 440)
(122, 332)
(103, 419)
(152, 238)
(218, 95)
(20, 264)
(168, 274)
(311, 134)
(93, 181)
(376, 345)
(358, 151)
(281, 470)
(158, 409)
(399, 163)
(454, 464)
(412, 297)
(441, 308)
(275, 413)
(331, 57)
(246, 225)
(348, 72)
(460, 230)
(377, 271)
(41, 46)
(339, 68)
(3, 281)
(160, 247)
(218, 123)
(55, 148)
(5, 382)
(243, 472)
(227, 140)
(228, 325)
(483, 184)
